EmployeeID,EmployeeName,Gender,DepartmentID,Department,JobRole,Location,EmploymentType,HireDate,Salary,EmploymentStatus,ExitDate,ExitMode
182,Patricia Jefferson,Female,8,Procurement,Procurement Manager,PORT HARCOURT,Contract,2022-11-20,258200.0,Exited,2024-12-26,Retirement
13,Shannon Ray,Female,3,Customer Service,Call Center Agent,Abuja,Full-Time,2023-03-26,373700.0,Active,,
943,Ian Stephens,Male,1,Sales,Account Manager,Lagos,part-time,2024-05-01,320100.0,Active,,
86,Stanley Suarez,Male,8,Procurement,Buyer,Port Harcourt,Full-Time,2024-10-09,315600.0,Active,,
299,Lawrence Gomez,Male,4,IT,Systems Analyst, Lagos,full-time,2024-01-24,665500.0,Active,,
653,Natalie Morales,Female,6, Marketing,Digital Marketing Officer,Lagos,Full-Time,05-23-2025,242200.0,Active,,
505,Jeremy Miller,Male,1,Sales,Account Manager,Lagos,Full-Time,06/04/2023,0.0,Active,,
390,Laura Mckinney,Female,8,Procurement,Procurement Manager,Port Harcourt,Full-Time,2024-08-22,683500.0,Active,,
894,Jacqueline Shaw,Female,3,Customer Service,Call Center Agent,abuja,full-time,12-14-2024,376300.0, Active,,
889,Dana Ruiz,Female,5,Finance,Payroll Officer,Abuja,full-time,17/02/2022,363400.0,Exited,2023-08-11,Abscondment
136,Danny Gonzalez,Male,1,Sales,Sales Manager,LAGOS,Full-Time,2024-05-02,700700.0,active,,
585,James Baird,,7,Human Resources,HR Officer, Abuja,Contract ,2022-10-14,243400.0,Exited,2023-04-18,Termination
553,Pamela Ramirez,Female,6,MARKETING,Marketing Executive,Lagos,Full-Time,2025-05-31,390900.0,Exited,2025-09-12,Resignation
161,Kimberly Morrison,Female,4,IT,Systems Analyst,lagos, Full-Time,2024-09-15,852900.0,Active,,
709,Rachel Knight,,4,IT,Systems Analyst,Lagos,Full-Time,2022-07-24,782000.0,Active,,
539,John Adams,Male,1,Sales,Sales Executive,Lagos,Full-Time,2022-09-10,258000.0,Active,,
1000,Anna Stephens,Female,7,Human Resources,HR Officer,Abuja, Full-Time,2024-09-03,185300.0,Exited,07/09/2025,Resignation
342,Paula Palmer,Female,8,Procurement,Procurement Officer,Port Harcourt,Contract,2023-12-24,302900.0,Exited,2024-12-06,Termination
910,Mr. Brendan Anderson,Male,5,Finance,Accountant,Port Harcourt ,Full-Time,2023-07-06,553200.0,Exited,2024-11-25,Resignation
517,Michael Cooper,Male,2,Operations,Operations Manager,Lagos,Full-Time,2023-05-22,283500.0,Active,,
957,Ellen Henry,Female,1,Sales,Sales Manager,Lagos, Contract,09-08-2023,289300.0,Exited,2024-12-20,Resignation
964,Mr. Tom Foster,Male,4,IT,Systems Analyst,Lagos,Full-Time,29/03/2023,654000.0,Exited,2025-04-16,Resignation
122,Michelle Harmon,Female,6,marketing,Digital Marketing Officer,Lagos,Contract,2023-05-08,335700.0,Active,,
736,Steven Stein,Male,1,Sales,Sales Executive, Ibadan,full-time,2023-03-18,493300.0,Active,,
188,Nicholas Sheppard,Male,2,Operations,Logistics Coordinator,Lagos,Part-Time,2023-01-25,334300.0,Active,,
17,Jacqueline Clark,Female,9,LEGAL,Legal Counsel,Abuja,Full-Time,2025-04-10,444600.0,Active,,
531,Mark Jimenez,Male,10,Administration,Admin Officer,Port Harcourt,Full-Time,2022-09-29,330300.0,Active,,
456,Brenda Thornton,Female,1,SALES,Sales Manager,Lagos,Full-Time,2023-10-11,520600.0,Active,,
387,Roy Drake,Male,2,Operations,Warehouse Supervisor,lagos,Contract,2024-04-10,307800.0,ACTIVE,,
307,Sandra Scott,Female,2,Operations,Operations Manager,Abuja,Full-Time ,2025-05-29,225500.0,Active,,
922,Anna Wright,Female,3,Customer Service,Customer Support Lead,Abuja,Full-Time,2023-07-20,422400.0,Active,,
107,Stanley Johnson,Male,3,Customer Service,Customer Service Rep,Abuja,Full-Time,26/06/2025,,Exited,2025-09-26,Resignation
474,John Dominguez,Male,3,Customer Service,Customer Support Lead,Abuja,Full-Time,2022-10-13,504500.0,Active,,
24,Tommy Walter,Male,6,MARKETING,Brand Manager,Lagos,Full-Time,2025-08-01,435800.0,Active,,
835,April Rubio,Female,3,Customer Service,Call Center Agent,Abuja,Full-Time,2023-02-22,332600.0,Active,,
70,Victoria Baker,Female,4,IT,Software Developer,Port Harcourt,full-time,2023-12-21,457400.0,Active,,
423,Gavin Aguilar,Male,1,sales,Business Development Officer,Kano,Full-Time,21/10/2023,381300.0,Active,,
464,Jeffrey Mendez,Male,1,Sales,Account Manager,LAGOS,Contract,2023-05-21,494800.0,Active,,
497,Tiffany Watson,Female,3,CUSTOMER SERVICE,Call Center Agent, Abuja,Full-Time,2025-10-08,158700.0,Exited,2025-12-10,Termination
829,Daniel Jordan,Male,1,Sales,Business Development Officer,, Full-Time,2024-09-04,483200.0,Active,,
805,Rodney Richardson,Male,9,Legal,Legal Counsel,Abuja,Full-Time,2024-01-05,1082300.0,Exited,2025-07-17,Resignation
895,Christopher Brock,Male,10,Administration,Admin Officer,Port Harcourt,Full-Time ,29-Oct-2023,200000.0,Active,,
440,Joann Ferguson,Female,1,Sales,Sales Manager,Abuja,Full-Time ,2023-09-07,573800.0,Active,2025-06-15,
877,Patrick Yang,Male,2,Operations,Operations Manager,Lagos,Contract,2022-10-03,309000.0,Active,,
75,Kevin Shaw,Male,1,Sales,Account Manager,Lagos,Contract,2025-09-22,877800.0, Active,,
219,Courtney Mills,Female,2,Operations,Warehouse Supervisor,Lagos,Full-Time,2025-12-08,390400.0,Active,,
529,Amber May,Female,6,Marketing,Marketing Executive,Lagos, Full-Time,21-Aug-2025,186400.0,Exited,12-09-2025,Resignation
266,Cynthia Rowe,Female,10,Administration,Executive Assistant,Port Harcourt,Full-Time,2023-11-04,216100.0,Active,,
561,Patrick Evans MD,Male,5,Finance,Financial Analyst, Abuja,Full-Time,2024-02-24,325200.0,Active,,
111,Shannon Walker,Female,1,Sales,Business Development Officer,Abuja,Full-Time,2022-06-05,163300.0,Active,,
369,Tanya Gallegos,Female,2,Operations,Logistics Coordinator,Lagos,Full-Time,2025-06-14,542300.0,Active,,
984,Angela Singleton,Female,5,Finance,Payroll Officer,kano,full-time,30-Jun-2022,722300.0,Exited,2025-06-19,Abscondment
878,Michelle Miles,Female,10,Administration,Office Manager,port harcourt,Contract,2025-02-25,419000.0,Active,,
186,Samantha Garcia,Female,1,Sales,Account Manager,LAGOS,Full-Time ,2025-11-05,316300.0,Active,,
287,Charles Murray,Male,3,Customer Service,Customer Support Lead,Abuja,Full-Time,2022-02-03,262800.0,Active,,
651,Christine Garcia,Female,1,,Account Manager,Lagos,Full-Time,2024-10-03,351000.0,Active,,
603,Shawn Smith,Male,10,ADMINISTRATION,Executive Assistant, Ibadan,Full-Time,2025-01-15,225600.0,Active,,
837,Caitlin Cantu,Female,2,Operations ,Logistics Coordinator,Lagos,Full-Time,2024-03-26,333600.0,Active,,
420,Matthew Jones,Male,4,IT,Software Developer,Lagos,full-time,2025-04-18,359900.0,Active,,
62,Gerald Hensley,Male,8,Procurement,Procurement Manager,Port Harcourt,Part-Time,2022-10-31,586000.0,Active,,
383,Aimee Turner,Female,5,Finance,Finance Manager,Abuja,Full-Time,2025-10-02,317700.0,Exited,2025-12-05,Termination
760,Heather Woodard,Female,3,Customer Service,Customer Support Lead,ABUJA,FULL-TIME,2022-09-24,555100.0,Exited,2024-04-28,Resignation
436,Carla Guerra,Female,2,Operations,Operations Officer,Lagos,Full-Time,2023-07-17,207000.0,Active,,
674,Adrian Giles,Male,8,PROCUREMENT,Buyer,Port Harcourt,Full-Time,15/10/2024,400700.0,Active,,
644,Kendra Luna,Female,4,IT,Network Engineer,Lagos,Full-Time,2025-12-05,802100.0,Active,,
808,Paul Evans,Male,3,Customer Service,Call Center Agent,Abuja,Full-Time,12-12-2025,177400.0, Active,,
741,Mario Wheeler,Male,4,IT,Software Developer,lagos,Full-Time,2025-05-14,645300.0,Active,,
883,Dillon Brown,Male,4,it,IT Support Officer,Port Harcourt,CONTRACT,2023-12-29,730100.0, Active,,
308,Karen Drake,Female,3,Customer Service,Customer Service Rep,Abuja,Full-Time,2023-04-29,206900.0,Active,,
849,Charles Moreno Jr.,Male,6,Marketing,Marketing Executive,Lagos, Full-Time,2025-02-19,384600.0,Active,,
135,Robert Potter,Male,1,Sales,Sales Manager,Lagos,full-time,26/02/2025,642800.0,Active,,
508,Sarah Joseph,Female,1,sales,Sales Executive,,PART-TIME,2024-06-22,266900.0,Active,,
999,Jennifer Burns,Female,1,Sales,Sales Manager,Lagos,Full-Time,2023-04-18,827200.0,Active,,
350,Erika Vang,Female,5,Finance,Payroll Officer,Abuja,Full-Time,2024-11-21,645000.0,Exited,2025-11-29,Resignation
58,Richard Aguirre,Male,2, Operations,Logistics Coordinator,Lagos,Full-Time,2023-05-30,475100.0,Active,,
967,Mr. Christopher Novak,Male,2,Operations,Warehouse Supervisor,LAGOS,Full-Time,2022-04-11,495100.0,Active,,
901,Craig Mccullough,Male,4,IT,Systems Analyst,Lagos, Full-Time,2024-12-31,606100.0,EXITED,2025-11-07,Resignation
756,David Hopkins,Male,8, Procurement,Procurement Officer,PORT HARCOURT,Full-Time,2023-02-20,187200.0,Active,,
373,Mark Johnson,Male,2,Operations,Warehouse Supervisor,Lagos,Full-Time,2024-09-01,, Active,,
319,Jason Taylor,Male,9,Legal,Compliance Officer,Abuja,Full-Time,2024-01-26,623300.0,Active,,
292,Sarah Gonzalez,Female,3,Customer Service,Customer Support Lead,Abuja,Full-Time,02-Jan-2024,,Active,,
47,John Pierce,Male,8,PROCUREMENT,Procurement Officer,Lagos,Full-Time,2023-01-16,183600.0,Exited,2023-05-25,Resignation
278,Andrew Jones,Male,5,finance,Finance Manager,Abuja,Full-Time,2022-11-25,335100.0,Active,,
845,Brandi Jones,Female,1,Sales,Sales Manager,Lagos,Full-Time,2025-05-12,499500.0,Active,,
930,Robin Johnson,Female,3,Customer Service,Call Center Agent,Abuja,Contract ,2025-11-28,311400.0,Active,,
225,Linda Carter,Female,3, Customer Service,Call Center Agent,Abuja, Full-Time,2023-12-26,211200.0,Active,,
684,Jennifer Hernandez,Female,5,Finance,Payroll Officer,Ibadan,Full-Time,2022-10-21,565400.0,active,,
281,Shane Wallace,Male,6,Marketing,Digital Marketing Officer,Port Harcourt,PART-TIME,2023-04-05,523600.0,Exited,2023-09-13,Resignation
1,Alexander Hill,Male,3,customer service,Customer Service Rep,ABUJA,Contract,2023-05-17,322300.0,Active,,
942,Robert Mayo,Male,6,MARKETING,Marketing Executive,Lagos, Full-Time,2022-06-13,328400.0,Active,,
770,Tonya Wilson,Female,1,sales,Business Development Officer,Lagos,Full-Time,31/08/2023,420900.0,Active,,
67,Tracy House,Female,5, Finance,Accountant,Abuja,Full-Time,2025-12-07,585900.0,Active,,
556,Nicole Gonzalez,Female,4,IT,Software Developer,Lagos,Full-Time,2022-03-02,791000.0,Active,,
735,Edgar Hughes,Male,1,Sales,Business Development Officer,Lagos,Full-Time,2024-04-18,175600.0,Exited,2025-01-03,Resignation
822,Derrick Perry,Male,5,Finance,Accountant,abuja,Full-Time,2025-05-15,658400.0,Exited,2025-12-10,Resignation
575,Daniel Nguyen,Male,2,Operations,Warehouse Supervisor,Lagos,Full-Time,2025-03-08,392200.0,exited,2025-10-23,Abscondment
551,James Hudson,Male,6,Marketing,Marketing Executive,Lagos ,Full-Time,2024-03-11,155000.0,Active,,
295,William Barrett,Male,1,Sales,Business Development Officer, Ibadan,Full-Time,07-17-2025,159200.0,Exited,2025-10-02,Retirement
355,Jody Perry,Female,5,Finance,Finance Manager,Kano,Full-Time,28/03/2025,321400.0,Active,,
747,Ernest Oconnell,Male,1,Sales,Sales Manager,lagos,Full-Time,2025-11-22,450200.0,Active,,
246,Mr. Jose Travis,Male,5,Finance,Payroll Officer,Abuja,Full-Time,2023-05-14,323500.0,Active,,
258,Jordan Suarez,Male,3,Customer Service,Customer Support Lead, Abuja, Full-Time,2024-10-23,290100.0,Exited,2025-01-22,Abscondment
162,Daniel Graham,Male,8,Procurement,Procurement Manager,Port Harcourt,Full-Time,2024-02-25,195700.0,Exited,29-Dec-2025,Resignation
727,Rebecca Marquez,Female,4,IT,Software Developer,Ibadan,Full-Time,10-Oct-2023,405400.0,Exited,2025-05-01,Retirement
609,Nancy Gibbs,Female,4,IT,Network Engineer,Lagos,Full-Time,2023-11-21,592500.0,Active,,
524,Krista Martinez,Female,2,Operations,Logistics Coordinator,LAGOS,Full-Time,2023-08-04,323400.0,Active,,
680,Vicki Harrison,Female,7,Human Resources,HR Manager,ABUJA,Full-Time,10/11/2023,333700.0,Active,,
859,Nicole Phillips,Female,3,Customer Service,Customer Service Rep,Abuja ,Full-Time,01-01-2023,247400.0,Active,,
996,Matthew Greene,Male,3,CUSTOMER SERVICE,Customer Service Rep,Abuja,Contract,2022-10-26,140600.0,Active,,
248,Isaiah Avila,Male,4,IT ,Systems Analyst,Lagos,Full-Time,2022-06-06,523400.0,Active,,
847,Stanley Taylor,Male,4,it,IT Support Officer,Lagos,Full-Time,2023-07-20,524900.0,Active,,
240,Lauren Walters,Female,2,Operations,Operations Manager,Lagos,Full-Time,2023-06-08,623000.0,ACTIVE,,
221,Elizabeth Oliver DDS,Female,3,Customer Service ,Customer Support Lead,Abuja ,Full-Time,14-Jul-2022,175000.0,Active,,
833,Ariana Bowers,Female,10,administration,Office Manager,PORT HARCOURT,Full-Time,2022-11-13,309600.0,Active,,
93,Dalton Walters,Male,1,Sales,Account Manager,Lagos,Full-Time,2023-08-09,749000.0,Active,,
115,Mrs. Margaret Ross,Female,8,Procurement,Procurement Officer,Port Harcourt,Full-Time,2024-01-12,155700.0,Active,,
648,Desiree Pineda,Female,7,Human Resources,HR Officer,Abuja, Full-Time,2024-04-05,329500.0,Exited,2025-07-20,Resignation
983,Marilyn Mcdaniel,Female,3,Customer Service,Customer Service Rep,Kano,Full-Time,2025-12-24,286000.0,Active,,
77,Charlene Larson,Female,9,legal,Compliance Officer,abuja,Full-Time,2023-08-29,780000.0,Active,,
985,Emma Lynn,Female,6,marketing,Brand Manager,Lagos, Part-Time,2022-03-23,797600.0,Active,,
552,Juan Jones,Male,3,CUSTOMER SERVICE,Customer Support Lead,Abuja ,FULL-TIME,05-04-2023,161800.0,Exited,2023-09-29,Resignation
133,Rebecca Jackson,Female,1,sales,Account Manager,Lagos,FULL-TIME,04-16-2022,519100.0,Active,,
526,Todd Moore,Male,3,Customer Service ,Customer Service Rep,Abuja,Contract,2024-07-30,356900.0,Exited,2025-12-11,Resignation
367,Renee Bruce,Female,1,SALES,Account Manager,Abuja,Full-Time,18/08/2023,730500.0,Exited,2025-10-17,Resignation
59,Brent Jordan,Male,4,IT,Software Developer,Lagos,Full-Time,2023-07-21,369300.0,Exited,2024-08-25,Resignation
290,Jessica Reed,Female,6,Marketing,Marketing Executive,kano,Full-Time,2024-11-05,540800.0,Active,,
247,Kimberly Gutierrez,Female,2,Operations,Operations Officer,Lagos,Full-Time,2023-09-28,512500.0,ACTIVE,,
924,Wanda Johnson,Female,1,Sales,Sales Manager,Lagos,FULL-TIME,2022-07-03,618600.0,Active,,
875,Anthony Miller,Male,2,operations,Operations Officer,Lagos,full-time,28-Apr-2023,485900.0,Active,,
41,Richard Moreno,Male,2,Operations,Warehouse Supervisor,Lagos,Full-Time,2025-02-01,278400.0,exited,09-Apr-2025,Retirement
90,Mary Mcmillan,Female,1,SALES,Account Manager,Ibadan ,full-time,2025-06-08,589900.0,Active,,
193,Lisa Gray,Female,3,Customer Service,Customer Support Lead, Port Harcourt,Full-Time,2023-11-25,170000.0,Active,,
427,Robert Santiago,Male,4,,IT Support Officer,LAGOS,Full-Time,2025-02-07,707700.0,Active,,
69,James Brown,Male,5,Finance,Accountant,Abuja,Part-Time,2023-01-31,554800.0,Active,,
665,Elizabeth Zimmerman,Female,2,Operations ,Operations Officer,Lagos,contract,2024-08-28,197700.0,ACTIVE,,
987,Kimberly Villanueva,Female,6,Marketing,Brand Manager,LAGOS,Full-Time,23-Oct-2024,253100.0,Active,,
140,David Douglas,Male,9,Legal,Legal Officer,Abuja,Contract,2022-06-03,652000.0,Exited,15/11/2024,Resignation
940,Breanna Gonzalez,Female,10,Administration,Executive Assistant,Port Harcourt, Full-Time,01/07/2025,241300.0,Active,,
475,Robert Brown,Male,4,IT,Systems Analyst,Lagos,Full-Time,2024-05-16,217900.0,Active,,
119,Lisa Dixon,Female,2,Operations,Warehouse Supervisor,Lagos,Full-Time,2024-10-09,425700.0,Active,,
972,Wendy Sanford,Female,4,IT,IT Support Officer,Lagos,Full-Time,2025-05-01,515200.0,Active,,
975,Patrick Young,Male,1,Sales,Sales Executive,Lagos,Full-Time,2022-04-22,,Active,,
795,Katherine Taylor,Female,1,Sales,Sales Manager,Lagos,full-time,2023-11-11,461100.0,Active,,
351,Jody Jacobs,Female,2,Operations,Operations Manager,Lagos,Full-Time,2025-06-16,536300.0,Active,,
841,Matthew Padilla,Male,3,customer service,Customer Support Lead,Ibadan,Full-Time,30-Jun-2022,234900.0,exited,2023-11-26,Abscondment
703,Jake Sullivan,Male,2,Operations,Operations Officer,Lagos ,Full-Time,2022-08-06,261900.0,Active,,
777,Carrie Moore,Female,4,IT,Network Engineer,Lagos,Full-Time,2022-02-04,634500.0,Active,,
386,James Padilla,Male,3,CUSTOMER SERVICE,Customer Support Lead,Abuja,Full-Time,2025-11-19,315400.0,Active,,
935,Allen Vega,Male,9,Legal,Compliance Officer,Abuja,Full-Time,2025-09-10,428300.0,active,,
886,Holly Scott,Female,1,Sales,Sales Executive,lagos,Full-Time,2023-12-05,,Active,,
15,Bobby Hall,Male,4,IT,IT Support Officer,kano,FULL-TIME,10-07-2023,329400.0,Exited,2025-04-30,Retirement
376,Keith Miller,Male,4,IT,Software Developer, Ibadan,Full-Time,11/10/2024,634600.0,Exited,28/12/2025,Resignation
83,Elizabeth Stewart,Female,8,Procurement,Procurement Officer,Port Harcourt ,full-time,27/04/2023,387900.0,Active,,
496,Keith Jacobs,Male,5,Finance,Finance Manager,Abuja,FULL-TIME,2024-07-26,749800.0,Active,,
701,Chase Lee,Male,1,Sales,Sales Manager,Lagos,full-time,2025-07-14,588500.0,Exited,2025-11-04,Resignation
916,Kevin Moore,Male,1,Sales,Sales Manager,Lagos,Full-Time,2024-06-26,886800.0,Active,,
579,Michael Bishop,Male,7,human resources,HR Officer,ABUJA,FULL-TIME,2024-07-09,192500.0,Active,,
89,Adam Montoya,Male,3,Customer Service,Call Center Agent,abuja,Full-Time,09-06-2022,277700.0,Active,,
364,Laura Lewis,Female,5,Finance,Accountant,PORT HARCOURT,Full-Time,2023-08-15,532600.0,Active,,
274,Wayne Morgan,,8,Procurement,Procurement Manager,Ibadan,Contract,2023-02-02,,Active,,
173,Tiffany Gonzalez,Female,5,Finance,Financial Analyst,Kano,Full-Time,2024-02-18,620200.0,Active,,
782,Christine Goodwin,Female,6,Marketing,Brand Manager,Lagos,Full-Time,2025-10-19,762600.0,Active,,
104,Penny Henson,Female,2,Operations,Warehouse Supervisor,Lagos ,Full-Time,2024-05-13,450700.0,Active,,
758,John Morales MD,Male,2,Operations,Operations Manager,Lagos,Full-Time,2022-12-30,431100.0,Active,,
447,Ryan Rosales,Male,1,SALES,Sales Manager,Lagos,full-time,2025-12-30,865600.0,Active,,
372,Keith Morales,Male,6,Marketing,Brand Manager,Lagos,Full-Time,2022-01-11,816700.0,Active,,
46,Philip Cannon,Male,3,Customer Service,Call Center Agent,ABUJA, Full-Time,2022-04-13,190800.0,Active,,
787,Kevin Bailey,Male,4,IT,Software Developer,Lagos,Part-Time,2025-03-07,886500.0,Active,,
450,Daniel Hayes,Male,1,SALES,Sales Executive,LAGOS,Full-Time,2023-12-10,643300.0,Exited,30/04/2025,Retirement
852,Shannon Miller,Female,2,Operations,Operations Officer,Lagos,Full-Time,10-27-2024,260300.0,Active,,
608,Jimmy Scott,Male,3,Customer Service,Customer Service Rep, Abuja,full-time,2024-01-18,128800.0,Active,,
892,Jason Morris,Male,2,Operations,Warehouse Supervisor,,Full-Time,2022-06-20,517000.0,Exited,2023-07-03,Retirement
12,Mr. Juan Calderon,,1,Sales,Sales Manager,Lagos, Full-Time,05-17-2023,,Exited,2024-08-07,Resignation
215,Samantha Morales,Female,8,PROCUREMENT,Procurement Manager,Port Harcourt,Part-Time,2022-03-05,315600.0,Exited,2025-01-08,Resignation
345,Judith Maynard,Female,4,IT,Software Developer,Lagos,Full-Time,02-03-2023,323600.0,Active,,
704,William Perez,Male,2,Operations,Logistics Coordinator,Lagos ,Full-Time,2023-02-18,159700.0,Active,,
815,Michael Roberts,Male,5,Finance,Accountant,Abuja,FULL-TIME,2023-11-08,587000.0,Active,,
148,Joshua Merritt,Male,10,Administration,Admin Officer,Kano,Full-Time,04-17-2025,349500.0,Active,,
300,Lisa Byrd,Female,1,Sales ,Business Development Officer,Ibadan,Contract,2023-11-26,359400.0,Active,,
284,Joseph Knight,Male,2,Operations,Operations Officer,Lagos,Full-Time,2023-03-18,214400.0,Active,,
749,Dana Bennett,Female,5, Finance,Finance Manager,Ibadan,Full-Time,2022-01-27,789000.0,Active,,
413,Frank Alvarez,Male,2,Operations,Warehouse Supervisor,Lagos, Part-Time,07-Apr-2022,172800.0,Active,,
633,Julia Roman,Female,3,Customer Service,Customer Service Rep,,Full-Time,2024-03-04,129000.0,EXITED,28/05/2025,Resignation
799,Michael Perry,Male,6,Marketing,Brand Manager,Lagos,Part-Time,2025-04-06,676500.0,Active,,
745,Shannon Mccann,Female,1,Sales,Account Manager,lagos,FULL-TIME,07-Feb-2025,416500.0,Active,,
934,Kenneth Underwood,Male,5,Finance,Financial Analyst,Abuja,Full-Time,2024-01-16,500400.0,Active,,
923,Kayla Byrd,Female,1,Sales,Sales Manager,Lagos,full-time,03-28-2022,706500.0,Active,,
174,Brittany Martinez,Female,4,IT,Software Developer, Lagos,Part-Time,2023-04-26,586300.0,Active,,
437,Rhonda Martin,Female,3,Customer Service,Customer Service Rep,Abuja,Contract,2025-11-30,184900.0,Active,,
932,Taylor Calderon,Male,6,marketing,Marketing Executive, Lagos,Full-Time,2024-07-09,305400.0,Active,,
227,Melissa Bradshaw,Female,1,Sales,Sales Executive,LAGOS,Full-Time,12-Mar-2023,619200.0,exited,2024-09-15,Resignation
306,Valerie Schmidt,Female,9,legal,Compliance Officer,Abuja,Full-Time,2022-04-28,329000.0,Exited,2024-10-05,Resignation
32,James Ferrell,Male,5,finance,Finance Manager,Abuja ,Full-Time,2025-02-08,657800.0, Active,,
522,Gregory Everett,Male,2,Operations,Warehouse Supervisor,Lagos,Full-Time ,2025-11-29,287700.0,Active,,
482,Steve Paul,Male,2,Operations,Warehouse Supervisor,Lagos,Full-Time,06/08/2024,339200.0,Active,,
599,Joseph Sharp,Male,4,IT,IT Support Officer,Lagos,full-time,2025-09-07,732700.0,Active,,
286,Manuel Allen,Male,7,Human Resources,HR Officer,Abuja,Full-Time,2025-06-29,246400.0,Active,,
740,Angela King,Female,5,Finance,Accountant,ABUJA,full-time,22/12/2022,386300.0,Active,,
487,Frank Miller,Male,5,Finance,Finance Manager,Abuja,Full-Time,2025-12-26,671100.0,Active,,
917,John Russell,Male,2,Operations,Operations Manager,Lagos,full-time,2022-07-12,621800.0,Active,,
620,Thomas Phillips,Male,3,CUSTOMER SERVICE,Customer Support Lead,Abuja,Full-Time,2024-02-15,392600.0,Active,,
117,Mrs. Tonya Baker,Female,5, Finance,Payroll Officer,Abuja,Full-Time,2025-04-28,361800.0,Active,,
453,Alyssa Galvan,Female,3, Customer Service,Customer Support Lead,Abuja,Full-Time,2025-02-06,210700.0,Active,,
951,Mrs. Sarah Salinas MD,Female,1,Sales,Account Manager,Lagos, Full-Time,2025-07-20,410000.0,Active,,
510,Barbara Harris,Female,4,IT,Software Developer,LAGOS,Full-Time,2023-12-15,433100.0,Active,,
96,April Wise,Female,6,Marketing,Digital Marketing Officer,lagos,Contract,2024-05-10,382300.0,Active,,
262,Yvonne Burns,Female,2,Operations,Operations Officer,Lagos,Full-Time,2025-08-18,197800.0,Active,,
639,William Brewer,Male,6,Marketing,Digital Marketing Officer,Lagos,Contract,2024-10-25,265400.0,Active,,
693,Jennifer Kirby,Female,3,Customer Service,Customer Support Lead,ABUJA,Full-Time,2025-05-06,505000.0,Active,,
578,Patricia Le,Female,10,Administration,Admin Officer,Port Harcourt,Full-Time,2023-02-20,263100.0,Exited,2025-06-17,Termination
672,Misty Hansen,Female,3,Customer Service,Customer Support Lead, Abuja,Full-Time,2025-08-27,159100.0,Active,,
103,Daniel Wright,Male,6,Marketing,Marketing Executive,Lagos,Full-Time,2023-11-02,425300.0,Exited,2024-11-30,Resignation
63,Connor West,Male,5,FINANCE,Finance Manager,Abuja,FULL-TIME,2022-03-23,381000.0,Active,,
205,Barbara Herrera,Female,4, IT,Software Developer,Lagos,Full-Time,2023-01-24,752400.0,Active,,
480,Heather Norman,Female,1,Sales,Account Manager,ibadan,Full-Time,2022-08-05,838600.0,Exited,03-16-2024,Resignation
791,Catherine Steele,Female,7,Human Resources,Recruitment Specialist,ABUJA,Part-Time,2023-02-01,165600.0, Active,,
185,Katie Peterson,Female,5,Finance,Finance Manager,Port Harcourt,Full-Time,2022-02-14,312500.0,Active,,
706,Peter Davis,Male,4,IT,Network Engineer,Lagos,Part-Time,2022-01-06,329700.0,Exited,2022-09-05,Resignation
737,Kenneth Jackson MD,Male,1,Sales,Account Manager,Lagos,Full-Time,2024-04-28,529400.0,Exited,2024-10-31,Resignation
92,Dominic Jacobs,Male,1,Sales ,Account Manager,lagos,Part-Time,2024-12-03,462100.0,Active,,
946,Stephanie Osborne,Female,4,IT,IT Support Officer,Lagos,Full-Time,07-Sep-2025,783000.0,Active,,
712,John Williams,Male,8,Procurement,Procurement Manager,Port Harcourt,Full-Time,2024-06-15,0.0,Active,,
773,Jessica Horton,Female,2,Operations,Operations Officer, Lagos,full-time,2025-12-10,536200.0,Active,,
619,Michael Collins,Male,1,Sales,Sales Executive,Lagos,Full-Time,2024-06-16,569900.0,Active,,
734,Linda Nguyen,Female,7,Human Resources,Recruitment Specialist,Abuja,Contract,2025-12-08,476700.0,Active,,
412,Joanna Pacheco,Female,8,Procurement,Procurement Officer,port harcourt,Full-Time ,2025-04-26,426600.0,Active,,
347,Katherine Browning,Female,2,Operations,Operations Officer,Lagos,Full-Time,2022-07-18,537300.0,Active,,
485,Rebecca Acosta,Female,4,IT,Network Engineer, Lagos,Full-Time,12-03-2024,390800.0,Active,,
818,Thomas Riddle,Male,2,OPERATIONS,Operations Manager,Lagos,Full-Time,2022-03-22,359200.0,Active,,
30,Amber Rodriguez,Female,3,Customer Service,Customer Service Rep,Abuja,Full-Time,2025-12-31,234000.0,Active,,
55,Shannon Jones,Female,1,Sales,Sales Executive,Lagos,Full-Time,09-Feb-2025,343400.0,Active,,
492,Heidi Owen,Female,8,Procurement ,Buyer,Port Harcourt,Full-Time,2022-01-10,208500.0,Active,,
40,Christian Farmer,Male,1,Sales,Business Development Officer,Lagos,Full-Time,2024-08-05,358700.0,Active,,
158,Ralph James,Male,4,IT,IT Support Officer,Lagos,Full-Time,29/09/2023,769700.0,Active,,
797,Adam Taylor,Male,10,ADMINISTRATION,Admin Officer,Port Harcourt,Full-Time,2022-06-17,379400.0,Active,,
147,Nathan Wagner,Male,2,Operations,Warehouse Supervisor,lagos,Contract,05-21-2025,145000.0,Active,,
222,Theresa Clark,Female,2,Operations,Logistics Coordinator,Lagos,Full-Time,2022-11-09,166000.0,Active,,
726,Mary Miller,Female,1,Sales,Business Development Officer,Lagos, Full-Time,2022-06-11,551300.0,Active,,
